Timestamp, Slab Average Heat Flux [W/m2], Slab Average Temperature [K], Slab Total Heat Transfer Rate [W], Wall Average Heat Flux [W/m2], Wall Average Temperature [K], Wall Average Effective Temperature [C], Wall Total Heat Transfer Rate [W], Foundation Average Heat Flux [W/m2], Foundation Average Temperature [K], Foundation Total Heat Transfer Rate [W]
2015-Jan-01 00:00:00, 1.6887260754250852, 295.018324260398, 675.4904301700341, 7.043888639530996, 294.1827978638258, 19.967086647144015, 1374.9670624364503, 3.4449890668791734, 294.7443075389415, 2050.4574926064843
2015-Jan-01 01:00:00, 1.6889398697607054, 295.01826576666934, 675.5759479042822, 7.0576044593367575, 294.18024378955135, 19.962811176957302, 1377.644390462535, 3.4496309448367226, 294.7434306021307, 2053.2203383668175
2015-Jan-01 02:00:00, 1.6891535762038243, 295.0182073007557, 675.6614304815297, 7.076644350174372, 294.17670410158075, 19.956876923683126, 1381.3609771540373, 3.4560188300328747, 294.7422304451123, 2057.022407635567
2015-Jan-01 03:00:00, 1.6893671909016676, 295.01814886383744, 675.7468763606671, 7.09963480152464, 294.17243143585836, 19.949712119048286, 1385.8487132576097, 3.463702267503825, 294.7407899224034, 2061.595589618277
2015-Jan-01 04:00:00, 1.689580710084922, 295.0180904571148, 675.8322840339688, 7.125009702108598, 294.1677162370637, 19.94180508490882, 1390.8018938515984, 3.4721676375765576, 294.73920428817326, 2066.634177885567
2015-Jan-01 05:00:00, 1.6897941300892376, 295.0180320817551, 675.917652035695, 7.151412047304799, 294.1628123104598, 19.933578996906192, 1395.9556316338967, 3.4809698986384268, 294.7375567804163, 2071.8732836695917
2015-Jan-01 06:00:00, 1.6900074472365307, 295.01797373883124, 676.0029788946123, 7.178029797280293, 294.15787259712323, 19.925287109534054, 1401.1514164291132, 3.48984273407884, 294.7358975579485, 2077.1543953237256
2015-Jan-01 07:00:00, 1.6902206581513353, 295.0179154294399, 676.0882632605341, 7.2041581360675115, 294.1530308884019, 19.917149226800007, 1406.2516681603781, 3.49855499230664, 294.7342704993145, 2082.3399314209123
2015-Jan-01 08:00:00, 1.6904337597659214, 295.01785715450626, 676.1735039063685, 7.221336390875878, 294.14989846072166, 19.911803706591513, 1409.6048634989713, 3.5043319344847776, 294.7332040345016, 2085.77836740534
2015-Jan-01 09:00:00, 1.6906467492160637, 295.0177989148806, 676.2586996864255, 7.2231279583173755, 294.1496913132185, 19.911256376954213, 1409.9545774635517, 3.5050626296202574, 294.7330969594968, 2086.2132771499773
2015-Jan-01 10:00:00, 1.6908596240069038, 295.0177407113218, 676.3438496027616, 7.209603463125518, 294.15236504211083, 19.915482615261624, 1407.314596002101, 3.500770237911395, 294.73393471227945, 2083.6584456048627
2015-Jan-01 11:00:00, 1.6910723821733042, 295.01768254442146, 676.4289528693217, 7.184441231417021, 294.15718716176747, 19.9233333440788, 1402.4029283726024, 3.4926610907962434, 294.73547706946505, 2078.8318812419243
2015-Jan-01 12:00:00, 1.6912850221098348, 295.0176244146339, 676.5140088439339, 7.1546628218860775, 294.1628157043308, 19.93261894393777, 1396.5901828321623, 3.4830379564450533, 294.73728392362045, 2073.104191676096
2015-Jan-01 13:00:00, 1.691497542774084, 295.01756632222146, 676.5990171096336, 7.125104132333531, 294.1683495729712, 19.94183281356294, 1390.8203266315052, 3.4734868006403534, 294.7390597539189, 2067.4193437411386
2015-Jan-01 14:00:00, 1.6917099436406133, 295.0175082672895, 676.6839774562453, 7.098066271729917, 294.17337499474513, 19.950258919102964, 1385.5425362416797, 3.4647622877989326, 294.7406688607023, 2062.226513697925
2015-Jan-01 15:00:00, 1.691922224703052, 295.0174502498044, 676.7688898812208, 7.0756364177211415, 294.17752135014547, 19.957247895982505, 1381.1642287391667, 3.4575489224132854, 294.74198969669044, 2057.9331186203876
2015-Jan-01 16:00:00, 1.6921343865161687, 295.0173922694879, 676.8537546064674, 7.059625011033196, 294.18046969591734, 19.962236487840528, 1378.0388021536799, 3.452440451545946, 294.7429176620265, 2054.8925567601473
2015-Jan-01 17:00:00, 1.6923464301674198, 295.0173343260116, 676.9385720669679, 7.050177536297329, 294.18220424733033, 19.965179876907712, 1376.1946550852385, 3.449484588629379, 294.7434475797774, 2053.1332271522065
2015-Jan-01 18:00:00, 1.6925583570883311, 295.0172764187799, 677.0233428353324, 7.046332438131351, 294.1829075361647, 19.966377864317508, 1375.4440919232397, 3.4483659858174938, 294.7436393121157, 2052.4674347585724
2015-Jan-01 19:00:00, 1.6927701692681212, 295.0172185471822, 677.1080677072484, 7.046676340530908, 294.1828416542094, 19.966270879992294, 1375.5112216716332, 3.448621117908067, 294.74357881346526, 2052.6192893788816
2015-Jan-01 20:00:00, 1.6929818689024243, 295.017160710391, 677.1927475609697, 7.049386637527442, 294.1823427000831, 19.965426825239547, 1376.0402716453566, 3.4496522500106286, 294.7433763091609, 2053.2330192063264
2015-Jan-01 21:00:00, 1.6931934585894317, 295.0171029076273, 677.2773834357727, 7.053664829858659, 294.18155778553694, 19.964094513227735, 1376.87537478841, 3.4511975104572956, 294.74308004500625, 2054.1527582241824
2015-Jan-01 22:00:00, 1.6934049409820315, 295.0170451379348, 677.3619763928126, 7.058596394108203, 294.18065560357417, 19.962558915692, 1377.838016129921, 3.4529569766847, 294.74274534440787, 2055.1999925227337
2015-Jan-01 23:00:00, 1.693616318971225, 295.0169874003835, 677.44652758849, 7.063881998122711, 294.17969130556594, 19.960913305779002, 1378.869766033553, 3.4548324825639165, 294.74239029401855, 2056.3162936220433
2015-Jan-02 00:00:00, 1.6938275954348836, 295.0169296940574, 677.5310381739534, 7.06944392679164, 294.17867900973806, 19.959181888986734, 1379.955454509728, 3.456798542815325, 294.7420195233935, 2057.4864926836817
2015-Jan-02 01:00:00, 1.6940387732567288, 295.01687201797705, 677.6155093026915, 7.076078155878844, 294.17747095147996, 19.957116611436618, 1381.2504560275502, 3.459116205191938, 294.74158457143767, 2058.8659653302416
2015-Jan-02 02:00:00, 1.6942498553018095, 295.0168143712096, 677.6999421207238, 7.083574675608149, 294.17610627583286, 19.954782963458513, 1382.7137766787105, 3.4617165974452857, 294.741098275414, 2060.4137187994343
2015-Jan-02 03:00:00, 1.6944608443068774, 295.01675675291887, 677.7843377227509, 7.09176037961633, 294.1746172056136, 19.952234925095695, 1384.3116261011075, 3.4645429499728797, 294.7405712024585, 2062.0959638238583
2015-Jan-02 04:00:00, 1.6946717429302478, 295.0166991622432, 677.8686971720991, 7.100222789503479, 294.1730803768713, 19.94960106044624, 1385.963488511079, 3.4674599893870597, 294.74002848532007, 2063.832185683178
2015-Jan-02 05:00:00, 1.694882553668427, 295.01664159834644, 677.9530214673708, 7.107960423702698, 294.17168228755355, 19.94719349239415, 1387.4738747067665, 3.4701392744861175, 294.73953128674225, 2065.4268961741373
2015-Jan-02 06:00:00, 1.6950932788554065, 295.01658406054037, 678.0373115421626, 7.114494014662847, 294.1705115885159, 19.945161510820753, 1388.7492316621876, 3.47242362769548, 294.73910867993015, 2066.78654320435
2015-Jan-02 07:00:00, 1.6953039207937999, 295.01652654808794, 678.12156831752, 7.119436261305905, 294.16963955754585, 19.943625711843197, 1389.7139582069126, 3.4741860324671245, 294.738784040437, 2067.8355265244327
2015-Jan-02 08:00:00, 1.6955144815707366, 295.0164690603276, 678.2057926282946, 7.121601877523441, 294.16928619776064, 19.94295537542041, 1390.1366864925756, 3.475037767340171, 294.7386295193782, 2068.34247912087
2015-Jan-02 09:00:00, 1.6957249631650309, 295.01641159661705, 678.2899852660123, 7.118687559535424, 294.16987808576573, 19.943868070026383, 1389.5678116213146, 3.4742234490714496, 294.73878501510126, 2067.857796887327
2015-Jan-02 10:00:00, 1.6959353675218758, 295.01635415637816, 678.3741470087504, 7.109908281450757, 294.17155402586286, 19.946607893900477, 1387.8540965391876, 3.471485624240487, 294.73929604905857, 2066.228243547938
2015-Jan-02 11:00:00, 1.6961456965164847, 295.01629673903966, 678.4582786065939, 7.094564269866077, 294.17443372716957, 19.95139226561554, 1384.8589454778582, 3.4665947985289858, 294.740201880308, 2063.3172240844524
2015-Jan-02 12:00:00, 1.6963559519120082, 295.016239344032, 678.5423807648033, 7.072909640832284, 294.17845726304023, 19.95814132505302, 1380.6319618904618, 3.459634312256829, 294.7414828551046, 2059.174342655265
2015-Jan-02 13:00:00, 1.6965661354580142, 295.0161819708055, 678.6264541832056, 7.0463005312465326, 294.1833619521004, 19.96643200864088, 1375.437863699323, 3.451048921173603, 294.7430528248861, 2054.0643178825285
2015-Jan-02 14:00:00, 1.6967762489538807, 295.01612461882536, 678.7104995815523, 7.018887852031709, 294.1883801537545, 19.974971132902795, 1370.0869087165895, 3.4421999467374693, 294.74466003619455, 2048.797408298142
2015-Jan-02 15:00:00, 1.6969862940890261, 295.0160672875603, 678.7945176356104, 6.995042718751121, 294.192719872167, 19.98239767108913, 1365.4323387002187, 3.4345209279835838, 294.7460447481033, 2044.226856335829
2015-Jan-02 16:00:00, 1.697196272592377, 295.0160099764783, 678.8785090369508, 6.976983192159715, 294.195990050702, 19.988021459022548, 1361.9071191095763, 3.42873929460102, 294.7470787104979, 2040.7856281465272
2015-Jan-02 17:00:00, 1.6974061861069736, 295.015952685082, 678.9624744427895, 6.964661182073854, 294.198209696657, 19.991857914903846, 1359.5018627408163, 3.424839276182133, 294.74776815662005, 2038.4643371836057
2015-Jan-02 18:00:00, 1.6976160363209771, 295.01589541282056, 679.0464145283909, 6.9574963410953865, 294.19948979059575, 19.994087984570456, 1358.1032857818193, 3.422630544876025, 294.7481494829511, 2037.1497003102102
2015-Jan-02 19:00:00, 1.6978258247430886, 295.0158381592471, 679.1303298972355, 6.953887098253097, 294.20012356505276, 19.995210566178798, 1357.3987615790045, 3.421587855302822, 294.74831885685, 2036.52909147624
2015-Jan-02 20:00:00, 1.6980355529369988, 295.01578092388183, 679.2142211747995, 6.952239162133839, 294.2004015975777, 19.99572227941991, 1357.0770844485253, 3.4211883495015534, 294.7483715749326, 2036.2913056233247
2015-Jan-02 21:00:00, 1.6982452221904887, 295.01572370635967, 679.2980888761955, 6.951256740804871, 294.20055981969665, 19.996026772776872, 1356.8853158051106, 3.42100706431671, 294.74838501234655, 2036.183404681306
2015-Jan-02 22:00:00, 1.6984548337389103, 295.015666506274, 679.3819334955641, 6.950138052970488, 294.20074412818684, 19.99637380713176, 1356.6669479398392, 3.4207810507987286, 294.7484070166862, 2036.0488814354035
2015-Jan-02 23:00:00, 1.698664388586296, 295.0156093233459, 679.4657554345184, 6.9497585352924425, 294.20079477240466, 19.99649064275519, 1356.5928660890847, 3.420797415194225, 294.7483851964243, 2036.058621523603
2015-Jan-03 00:00:00, 1.6988738875425813, 295.0155521573472, 679.5495550170325, 6.950458864685979, 294.2006498638726, 19.996271165926203, 1356.729570386703, 3.4211678854229426, 294.74829925464854, 2036.2791254037356
2015-Jan-03 01:00:00, 1.6990833312210676, 295.0154950081049, 679.6333324884271, 6.952143288076167, 294.20032728933984, 19.995745248075764, 1357.0583698324676, 3.4218610590068796, 294.7481550573271, 2036.6917023208948
2015-Jan-03 02:00:00, 1.6992927199875971, 295.0154378755211, 679.7170879950388, 6.954448342903544, 294.19989362090564, 19.99502615341561, 1357.5083165347717, 3.422757736105192, 294.74797443717944, 2037.2254045298105
2015-Jan-03 03:00:00, 1.6995020539959989, 295.0153807595877, 679.8008215983996, 6.956757502765842, 294.1994615850036, 19.994305981557545, 1357.9590645398923, 3.4236557226785815, 294.7477943636219, 2037.759886138292
2015-Jan-03 04:00:00, 1.6997113331949025, 295.01532366033484, 679.884533277961, 6.9590049907053535, 294.199042876367, 19.993605201213768, 1358.397774185685, 3.4245334466795128, 294.74761867204427, 2038.282307463646
2015-Jan-03 05:00:00, 1.6999205573178309, 295.0152665778821, 679.9682229271324, 6.961736269632592, 294.19853730018514, 19.992753828402783, 1358.930919832282, 3.425569796302779, 294.7474145029384, 2038.8991427594142
2015-Jan-03 06:00:00, 1.7001297259196622, 295.015209512381, 680.0518903678649, 6.965665100544265, 294.1978141331002, 19.991529473140076, 1359.6978276262405, 3.426998854156763, 294.74713898476733, 2039.7497179941054
2015-Jan-03 07:00:00, 1.7003388383911728, 295.0151524641103, 680.1355353564692, 6.970941021362857, 294.19684634232794, 19.989885592988287, 1360.7276873700296, 3.4288696618388754, 294.7467832521279, 2040.8632227264989
2015-Jan-03 08:00:00, 1.7005478940273016, 295.01509543322004, 680.2191576109207, 6.975763897557868, 294.195965161563, 19.988383212208475, 1361.6691128032958, 3.4305918521744228, 294.74645593552606, 2041.8882704142165
2015-Jan-03 09:00:00, 1.7007568919927718, 295.01503842007753, 680.3027567971087, 6.977672500652601, 294.195622640604, 19.987789264313392, 1362.0416721273878, 3.431358247520995, 294.7463052880996, 2042.3444289244965
2015-Jan-03 10:00:00, 1.7009658314426315, 295.0149814249189, 680.3863325770526, 6.974899806774102, 294.19614072344496, 19.9886541398065, 1361.5004422823047, 3.430589339481447, 294.7464368937903, 2041.8867748593573
2015-Jan-03 11:00:00, 1.7011747114320606, 295.0149244481155, 680.4698845728242, 6.967175894160834, 294.19756327632945, 19.991061531182652, 1359.9927345401948, 3.428196604692572, 294.7468651390888, 2040.462619113019
2015-Jan-03 12:00:00, 1.7013835311059724, 295.0148674899052, 680.553412442389, 6.955114121771683, 294.1997711557165, 19.994819902888935, 1357.6382765698324, 3.4243811979372, 294.74755095019816, 2038.1916890122216
2015-Jan-03 13:00:00, 1.7015922895195004, 295.0148105505985, 680.6369158078002, 6.939691850949538, 294.20257981205634, 19.999624435178077, 1354.6278493053499, 3.41946365106376, 294.74843380301206, 2035.2647651131501
2015-Jan-03 14:00:00, 1.701800985864913, 295.01475363047894, 680.7203943459652, 6.923631048781443, 294.20549014605336, 20.004627002625114, 1351.4927807221377, 3.414336651660119, 294.74935001461887, 2032.2131750681028
