Timestamp, Slab Average Heat Flux [W/m2], Slab Average Temperature [K], Slab Total Heat Transfer Rate [W], Wall Average Heat Flux [W/m2], Wall Average Temperature [K], Wall Average Effective Temperature [C], Wall Total Heat Transfer Rate [W], Foundation Average Heat Flux [W/m2], Foundation Average Temperature [K], Foundation Total Heat Transfer Rate [W]
2015-Jan-01 00:00:00, -0.040220602964849694, 0.73905777610742474, -6305.5239000149213, -0.027199056965252925, 3.6508752498264396, 0.22325361266258664, -172.30985970807188, -0.038041118785800181, 1.2264238781391679, -6477.8337597229929
2015-Jan-01 01:00:00, 0.0010481684053631956, 0.74025725311812829, 164.32500867861759, -0.0043059768227758808, 3.6843957532685185, 0.25324996922212617, -27.278970119684136, 0.00015201714825256363, 1.2330330941900747, 137.04603855893345
2015-Jan-01 02:00:00, -0.010536043547416801, 0.74015554615594381, -1651.7722138053209, -0.013364240454111028, 3.6756086647718864, 0.24585730433904548, -84.66434702845207, -0.011009413638308291, 1.2314776695476761, -1736.436560833773
2015-Jan-01 03:00:00, -0.013693773698606831, 0.74001163193195763, -2146.8205589414583, -0.014130313854351683, 3.6725763960589712, 0.24294296450107586, -89.517530000574482, -0.013766839704977748, 1.2308503163439941, -2236.3380889420328
2015-Jan-01 04:00:00, -0.016169681503757232, 0.73982322950230528, -2534.9772420536724, -0.014893106340899617, 3.66988364383909, 0.24036763609427575, -94.349927921993512, -0.015956014449868092, 1.2302427478071238, -2629.327169975666
2015-Jan-01 05:00:00, -0.017529125973001734, 0.73964005550946965, -2748.1020825503633, -0.015182123258953113, 3.6679932582361428, 0.23852174158053174, -96.180890836137095, -0.01713629586791178, 1.2297738288885596, -2844.2829733865005
2015-Jan-01 06:00:00, -0.0015761554674218962, 0.74014907979166633, -247.09937786496076, -0.0049351872700667257, 3.6814288758945213, 0.25037995212304542, -31.265106993401673, -0.0021383741679521771, 1.2324464446331882, -278.3644848583624
2015-Jan-01 07:00:00, 0.0044601047575881627, 0.74056876845007202, 699.22614462345155, -0.00097043424595534414, 3.6885699067687479, 0.25691065131962088, -6.1478377353337379, 0.0035511670752038363, 1.2339911194508268, 693.07830688811782
2015-Jan-01 08:00:00, 0.0059231613214552423, 0.74085820102018729, 928.59461377842547, 0.00036775354864064405, 3.6910940429880696, 0.25922878772086544, 2.329770567206344, 0.0049933237008383778, 1.2346545860448943, 930.92438434563178
2015-Jan-01 09:00:00, 0.006561624862460899, 0.74108370048651873, 1028.6887650425838, 0.0014498236374938917, 3.6925809377565288, 0.26054910927564678, 9.1848371028879843, 0.0057060359871763111, 1.2350912118325241, 1037.8736021454718
